"condition"
28
2
29
29
28
35
19
46
29
19
19
31
3
21
34
35
24
34
3
26
19
24
2
28
39
19
28
26
21
34
24
39
32
21
24
36
23
28
23
22
44
35
1
33
36
28
19
19
28
19
4
24
23
19
26
29
19
29
27
19
26
28
39
28
19
22
22
37
27
2
37
24
19
19
19
29
1
31
32
31
19
24
2
21
27
45
37
19
28
29
36
42
26
22
4
26
26
19
19
44
25
2
2
41
19
19
35
32
19
2
19
27
19
35
3
35
36
19
2
19
27
19
44
26
2
38
29
19
33
3
26
1
27
19
35
2
27
2
2
21
19
19
2
19
19
19
2
25
29
22
19
36
2
19
19
2
21
19
27
2
14
27
25
1
2
19
19
2
1
3
1
3
1
1
2
2
2
2
1
2
1
2
2
2
2
2
1
39
49
38
39
35
36
38
41
37
1
29
41
33
29
39
48
41
43
37
43
43
45
46
48
44
48
5
41
5
44
44
42
48
43
42
36
4
35
44
39
38
44
47
45
41
46
42
42
43
39
25
38
43
47
44
37
35
41
3
44
43
44
35
42
36
28
38
2
43
4
44
45
1
39
45
31
44
44
44
49
42
43
5
41
37
44
37
37
41
44
42
47
43
39
33
48
42
41
37
35
37
33
43
4
44
39
45
43
38
39
42
38
41
43
4
37
39
1
39
42
41
46
44
44
41
38
34
42
35
44
28
47
31
43
4
42
43
25
44
4
43
44
38
45
1
47
39
39
38
44
41
3
41
43
41
29
44
35
43
38
47
48
39
35
25
31
19
36
38
48
38
48
5
2
23
49
39
38
49
43
37
45
38
42
19
41
47
37
26
48
5
49
43
49
41
32
43
48
41
42
39
36
25
24
27
35
43
39
42
39
26
39
42
37
34
35
36
35
29
24
34
45
4
4
44
31
42
44
38
25
2
2
35
43
39
37
39
43
48
29
44
39
28
36
2
32
42
32
38
23
43
4
22
27
41
32
38
42
42
48
3
34
37
36
36
47
41
38
24
36
38
43
37
38
29
27
34
44
37
48
41
35
43
37
44
38
31
36
42
36
43
39
19
42
4
19
35
29
39
28
4
33
35
49
36
1
31
21
34
44
45
43
4
31
47
34
35
26
28
42
26
34
39
41
37
46
27
41
22
38
35
41
29
45
36
5
37
31
38
41
47
41
36
42
2
5
19
4
32
34
43
5
37
38
19
34
39
29
41
43
32
48
25
32
41
44
44
49
48
33
37
39
22
34
29
21
24
35
43
43
45
41
21
37
38
42
42
34
37
35
19
28
37
49
37
45
29
19
2
35
25
24
19
44
28
1
27
19
38
39
35
31
34
19
31
24
34
33
25
29
27
31
39
39
31
25
19
35
19
29
26
19
22
25
43
19
2
24
19
25
2
2
1
19
19
21
2
2
49
49
36
42
37
42
46
41
41
36
45
41
49
43
35
43
44
43
41
43
41
43
48
43
37
43
46
47
45
43
49
43
4
4
36
42
38
48
46
42
42
46
39
43
4
43
4
37
45
42
38
44
49
37
48
44
42
45
37
4
5
35
42
44
44
44
38
42
46
47
37
42
42
42
1
5
5
44
47
43
42
46
48
44
34
45
2
5
2
1
41
34
2
35
37
34
44
47
2
44
3
39
38
27
36
33
31
41
37
35
28
38
32
28
46
46
43
32
35
43
33
34
48
42
46
35
46
38
43
46
43
43
48
37
41
37
36
39
45
37
38
46
36
46
49
48
37
35
43
48
42
41
29
19
34
47
44
49
19
44
34
43
38
31
26
28
44
48
23
47
45
36
49
37
19
36
4
19
39
33
49
41
35
33
5
41
36
47
38
41
34
35
27
28
4
49
27
42
27
27
22
39
44
19
42
23
41
45
48
4
43
37
19
45
19
39
32
37
38
27
29
24
34
48
44
33
39
39
35
32
34
21
41
35
39
39
27
32
23
35
24
42
2
22
43
39
37
31
19
19
37
38
35
31
41
36
42
23
28
45
1
28
36
1
42
38
28
36
29
38
23
3
25
35
49
36
26
22
19
27
4
25
38
3
34
34
39
25
19
48
24
27
43
41
42
35
34
39
33
38
38
33
28
41
19
27
2
19
29
38
37
28
41
41
19
19
35
39
37
43
45
36
43
28
29
34
49
49
44
43
34
42
38
44
38
43
28
26
31
32
38
43
29
43
34
36
37
19
27
37
48
27
49
35
31
23
31
24
29
36
34
32
24
27
19
22
39
28
41
27
25
35
28
22
32
35
44
2
26
19
19
37
27
38
21
39
31
35
3
16
38
44
19
19
19
35
37
27
4
27
36
19
24
32
27
19
28
44
28
28
33
37
23
33
21
42
21
19
34
36
28
35
24
28
3
29
24
4
1
37
29
5
37
21
24
35
39
34
24
35
36
24
45
33
29
38
39
19
41
4
44
43
36
27
29
25
29
41
34
4
38
33
2
28
41
4
2
29
2
41
27
22
19
43
19
22
41
31
24
19
22
31
37
39
25
41
42
34
2
43
26
37
33
19
4
32
43
44
19
19
2
27
29
24
26
42
26
19
21
31
2
23
44
23
19
44
19
29
34
27
24
28
43
1
2
44
19
31
2
26
34
19
35
19
37
44
28
32
19
22
33
27
25
28
22
46
42
37
28
39
19
37
19
37
27
19
29
25
28
1
37
19
32
2
27
35
28
25
2
26
3
19
1
25
36
19
33
19
37
19
36
26
2
37
33
35
37
19
28
34
38
42
24
34
1
28
29
3
45
43
1
19
27
19
29
19
27
33
19
33
37
33
28
32
39
19
27
21
2
2
41
22
19
21
29
29
2
28
29
4
35
32
28
29
19
31
1
21
22
19
2
27
2
35
2
2
23
2
24
27
29
36
44
43
28
27
33
19
19
21
19
26
19
24
34
19
21
27
27
28
19
2
41
31
1
19
23
34
21
19
2
19
1
2
19
25
2
26
23
38
32
2
27
19
34
1
29
2
33
24
19
37
2
2
24
1
19
1
2
19
19
2
2
21
3
2
19
19
12
3
3
1
2
1
1
3
2
2
2
2
2
1
1
2
44
23
48
48
43
44
39
49
5
32
43
42
35
37
43
45
45
2
38
38
41
39
42
34
4
47
43
44
37
1
37
37
37
41
45
44
34
35
43
39
42
4
41
47
38
44
5
41
41
49
41
41
43
4
47
37
42
44
44
37
35
38
44
44
42
38
38
44
42
44
36
42
42
4
2
39
43
46
35
5
44
49
3
42
36
27
43
1
44
46
37
44
19
43
5
1
1
38
37
42
45
34
38
48
44
46
48
42
42
27
43
5
42
2
46
45
42
23
37
49
48
39
1
44
43
44
27
49
43
42
49
26
45
33
44
36
46
2
49
48
43
36
45
34
47
25
33
25
19
1
2
33
39
48
41
34
49
4
31
42
44
28
42
41
35
2
4
29
37
2
4
39
38
42
38
34
19
41
35
25
36
43
44
38
42
36
49
26
42
42
43
34
36
29
19
5
35
28
41
42
35
28
35
46
26
29
32
35
32
36
47
32
1
45
39
43
44
36
29
37
44
37
46
46
42
4
31
27
4
38
34
42
26
42
46
46
35
41
5
42
32
47
32
44
42
42
38
32
41
42
19
34
26
35
2
39
2
37
32
34
33
33
2
22
32
37
42
19
42
28
36
39
35
37
34
28
19
19
35
37
29
35
36
35
37
4
34
19
19
36
44
19
19
37
4
44
32
35
41
19
46
28
44
19
39
23
44
19
29
22
37
26
36
37
19
27
23
41
34
37
36
35
44
42
38
36
41
37
49
33
23
23
31
37
35
48
43
41
36
1
26
41
35
34
38
36
19
37
29
44
28
27
35
19
3
45
4
37
39
43
42
25
43
28
38
44
35
43
19
42
41
38
35
27
47
35
41
36
38
46
42
21
2
3
29
29
31
44
27
19
1
32
26
43
37
25
33
46
19
23
19
19
23
29
29
31
27
38
19
28
34
44
27
2
29
19
19
19
22
19
19
1
5
39
41
45
2
35
2
48
33
2
35
38
41
28
38
37
41
39
29
39
36
1
1
36
45
34
47
34
32
38
42
39
29
37
42
42
39
38
38
45
34
38
48
36
48
26
4
39
35
34
26
4
22
2
38
37
25
35
27
34
29
19
22
26
26
19
28
25
35
19
19
19
21
27
34
45
37
39
34
35
36
39
27
24
37
21
35
26
35
35
21
19
28
25
37
2
19
19
32
19
19
41
38
19
29
22
26
27
19
28
31
32
38
46
22
26
19
19
3
19
19
24
27
27
19
32
25
19
19
19
28
21
2
28
46
25
19
19
2
19
41
19
36
23
2
39
29
19
35
35
38
19
25
33
27
27
28
19
2
28
27
35
28
36
25
26
27
27
2
2
19
19
19
31
19
19
35
29
34
24
19
19
19
19
24
23
2
28
2
22
25
28
19
19
19
25
38
36
2
19
19
23
19
19
19
32
19
19
25
2
29
27
23
19
19
28
2
2
33
2
19
1
2
2
3
3
1
1
1
2
1
2
2
2
1
3
2
43
19
43
46
37
43
49
44
43
37
44
47
44
4
44
43
46
43
44
42
32
45
47
22
43
42
42
43
38
44
41
49
42
45
42
46
49
36
41
45
44
4
46
41
46
42
43
49
39
37
44
49
44
44
44
44
31
5
43
46
4
46
42
21
35
44
37
43
42
5
41
48
38
43
44
43
47
43
44
39
43
46
47
44
44
46
44
33
42
48
44
39
43
44
44
37
37
41
44
46
37
47
44
46
44
46
46
37
46
45
41
47
44
41
43
42
44
48
5
44
46
46
39
43
44
41
4
47
43
48
46
45
43
42
41
36
35
44
5
43
2
38
49
35
42
2
44
19
26
5
43
42
44
2
1
2
48
42
44
46
43
42
47
44
2
5
49
39
39
37
1
44
41
2
41
42
2
44
35
32
37
33
42
25
49
2
39
4
42
36
29
2
35
4
1
35
44
4
49
44
19
36
41
19
44
43
3
46
25
36
34
39
38
41
44
19
4
35
41
37
41
45
29
36
42
38
36
4
42
34
35
4
41
33
44
36
32
41
32
36
41
44
48
4
37
44
38
46
46
4
39
36
44
24
21
26
44
42
45
36
19
43
44
37
35
19
36
34
34
44
34
38
44
39
35
44
45
42
45
45
37
27
26
24
26
29
27
45
37
39
42
47
27
36
38
49
2
25
39
39
21
46
32
32
37
28
39
28
36
4
32
25
43
27
26
36
44
25
37
19
34
47
41
25
33
37
41
36
43
35
42
34
23
36
39
19
19
35
38
31
43
36
33
35
37
34
25
35
19
25
29
22
19
35
36
25
45
38
31
28
35
2
25
19
29
43
29
37
24
39
32
31
23
29
35
45
37
28
35
36
37
34
43
36
19
43
41
37
42
43
37
37
38
38
39
35
42
42
39
35
28
19
41
45
19
42
43
38
46
36
28
31
36
19
31
32
39
44
19
33
29
26
19
41
24
33
39
19
44
31
25
37
38
29
43
37
19
1
19
15
37
26
19
42
23
34
19
34
26
19
23
42
35
19
34
19
46
26
35
39
38
35
3
31
25
35
24
36
45
2
42
27
37
21
26
35
35
35
41
25
39
36
37
31
23
23
34
28
29
41
42
35
26
19
42
38
44
42
19
42
44
47
39
41
22
38
37
37
24
19
37
37
28
37
42
36
35
22
24
26
28
36
27
37
43
29
28
44
37
41
4
19
19
29
3
23
25
39
46
41
35
39
36
25
2
34
41
23
21
37
28
19
36
36
35
4
43
19
31
36
35
24
35
49
35
4
19
19
25
46
28
39
35
2
19
2
28
19
28
19
28
25
26
26
39
37
27
29
29
46
39
21
2
29
42
29
25
36
37
45
38
25
26
2
37
29
4
23
25
31
34
36
27
23
28
33
19
19
21
28
21
36
4
32
32
38
35
19
39
24
2
26
39
25
26
36
27
1
29
36
37
2
28
1
35
25
19
26
22
31
35
33
19
24
36
19
36
35
39
28
23
21
31
39
19
2
3
2
26
27
34
19
25
23
25
21
29
29
2
24
26
29
19
26
19
21
25
45
35
26
19
19
2
27
2
36
36
27
2
24
25
21
2
2
1
43
33
42
37
36
34
44
43
34
5
41
44
32
33
39
36
41
38
39
42
29
46
44
27
41
43
43
36
34
43
43
37
1
44
37
36
32
42
38
42
38
42
44
46
45
36
44
38
43
35
45
41
42
34
36
39
37
39
41
45
36
37
1
39
42
33
41
37
43
46
39
45
1
44
3
37
43
1
49
37
2
42
31
5
32
34
31
49
41
46
48
38
31
43
38
29
32
36
28
29
44
37
38
36
38
29
36
2
42
34
39
24
39
41
37
19
33
45
34
35
29
44
36
49
27
42
19
37
42
44
41
39
36
37
35
1
44
5
19
34
39
35
41
26
39
31
36
27
42
36
27
41
4
33
5
37
3
42
28
35
37
26
33
19
44
34
43
41
34
4
26
41
43
5
33
27
37
35
43
39
36
42
26
34
38
34
44
43
25
38
37
38
35
19
28
38
39
25
27
29
41
28
31
28
37
29
32
23
27
29
35
38
25
42
49
41
28
26
37
36
35
19
33
35
1
42
25
24
34
41
31
21
39
26
29
41
3
4
38
42
25
28
22
34
37
26
33
28
41
36
36
28
41
35
28
38
33
31
19
36
36
35
2
23
42
26
34
19
42
37
31
19
43
36
25
35
34
43
27
33
24
35
32
25
28
41
43
27
23
28
41
36
19
19
2
28
24
42
23
32
35
21
37
29
24
31
35
25
31
35
26
39
25
27
23
2
1
39
2
27
4
46
19
21
2
28
46
21
22
41
24
24
34
2
38
25
19
33
34
19
27
37
19
19
19
2
2
41
35
37
48
36
2
1
37
36
2
1
4
41
25
42
37
38
27
41
41
41
39
39
36
2
19
47
44
42
36
2
34
34
39
27
45
44
39
42
27
44
39
32
46
37
45
37
29
36
35
27
41
36
43
34
33
27
25
44
33
49
47
37
27
42
35
46
19
38
3
36
38
24
44
39
45
43
38
36
25
28
36
35
19
29
19
27
24
19
36
25
26
39
39
35
27
46
31
31
3
45
41
2
42
37
27
39
36
43
34
32
2
4
25
36
29
43
28
4
41
21
43
38
42
42
43
35
41
27
5
39
45
25
37
42
38
4
41
38
27
34
35
43
27
45
19
33
41
45
41
48
33
43
42
41
43
38
37
25
35
42
28
44
28
44
43
47
29
35
21
35
37
28
26
42
36
29
28
19
28
39
32
21
21
23
32
19
23
29
44
22
28
29
19
24
33
2
38
27
27
23
19
35
28
2
27
29
38
26
29
23
29
19
21
46
3
37
31
19
24
43
27
31
29
38
23
29
2
19
48
33
19
2
29
2
22
2
19
45
19
19
19
28
36
27
24
26
26
28
25
27
38
28
37
39
2
19
37
44
19
44
34
19
33
26
27
36
19
31
19
35
2
19
37
24
23
35
19
19
23
28
27
27
35
23
25
19
19
31
19
19
25
2
2
32
19
27
31
2
24
19
2
27
2
2
2
2
2
28
27
25
2
19
27
1
2
21
19
2
1
2
2
2
2
3
29
19
3
2
2
2
2
1
1
2
2
2
48
49
1
34
43
39
38
41
45
41
38
37
49
45
39
23
1
39
37
41
1
35
41
35
35
39
44
1
37
45
42
45
44
42
42
35
5
41
36
1
36
45
48
4
45
47
39
42
43
42
49
48
4
46
43
44
41
41
37
41
29
19
33
43
42
41
26
37
33
42
3
45
35
48
36
41
37
41
43
38
41
35
42
47
5
41
41
28
37
2
24
19
37
42
47
5
39
22
33
39
44
28
4
34
32
24
5
19
34
29
35
41
27
31
36
36
45
37
42
41
46
42
41
44
43
36
37
48
19
45
27
38
37
41
29
42
28
42
2
24
44
45
19
28
24
35
38
32
21
3
38
44
44
42
34
28
34
36
29
2
43
25
44
43
25
34
33
32
46
39
36
19
36
4
36
37
3
39
37
28
43
37
29
34
37
25
28
21
22
25
34
1
34
19
37
19
32
22
26
42
36
2
27
1
1
44
2
2
2
1
45
46
29
37
41
26
43
44
34
36
48
2
2
27
42
43
43
37
37
47
43
28
19
43
36
35
43
45
36
27
41
24
29
45
26
34
26
26
39
48
28
1
41
2
39
32
42
38
46
42
44
35
4
19
19
36
35
38
49
29
19
44
43
37
19
39
35
41
28
44
35
36
37
42
22
41
25
23
34
19
38
42
41
19
33
26
47
41
38
36
32
37
38
35
37
42
41
19
43
49
34
34
37
36
43
4
34
39
48
41
36
44
31
35
27
34
29
34
23
41
36
32
35
29
37
2
26
41
32
28
21
34
42
29
24
28
25
19
27
19
19
28
27
27
24
22
19
42
19
31
35
19
21
1
21
34
25
38
19
19
28
25
34
23
36
23
21
34
24
44
19
26
38
32
35
27
19
26
34
22
19
19
27
19
24
36
2
27
22
34
28
33
36
29
19
23
29
28
19
21
23
2
2
35
2
25
21
21
29
2
33
21
23
19
19
19
3
34
19
25
4
29
19
27
26
2
19
26
32
19
28
35
25
19
29
27
23
19
21
25
33
39
19
27
19
33
34
25
25
3
26
23
35
28
25
19
22
19
31
2
22
19
23
34
32
27
1
25
19
19
2
27
19
21
22
29
19
21
19
19
2
21
19
35
39
1
1
2
1
2
2
1
42
43
44
42
2
1
49
43
43
42
42
45
44
35
48
41
45
24
46
48
19
37
35
1
44
44
44
48
27
26
35
27
2
35
44
42
26
47
49
41
39
49
38
36
43
42
42
44
27
39
3
37
37
41
43
33
36
35
41
27
33
23
35
25
49
29
34
48
29
5
19
42
39
38
44
39
48
29
4
42
43
44
21
36
27
39
35
47
2
47
46
34
48
25
31
38
35
29
29
19
25
46
28
46
46
44
1
39
33
41
42
34
42
31
35
41
34
35
33
35
34
44
36
41
39
37
28
34
19
34
26
33
24
33
29
25
19
27
38
36
37
22
38
28
2
34
2
2
28
2
2
38
38
36
33
42
34
46
36
43
35
42
31
38
39
4
35
36
42
41
36
43
31
42
34
28
2
28
43
44
37
21
31
19
34
29
22
19
4
43
39
42
34
38
5
2
37
37
42
24
39
3
4
4
3
38
43
34
28
27
27
28
42
4
44
28
35
35
43
42
26
43
48
49
39
29
22
35
27
37
28
36
42
21
42
25
37
37
31
47
34
25
37
35
2
35
19
39
27
28
2
38
44
25
34
36
37
39
26
38
36
22
38
1
44
38
37
3
25
37
26
38
41
39
41
43
38
43
44
43
5
28
26
43
43
37
37
48
24
4
28
45
39
29
28
4
38
28
25
28
38
34
44
38
39
32
38
37
35
42
35
37
42
47
35
31
3
39
26
31
21
31
19
28
35
33
25
42
39
29
4
25
32
38
38
23
19
27
38
28
34
26
36
41
33
36
3
41
38
42
37
36
24
42
47
35
41
42
35
45
28
37
4
37
42
34
42
38
25
4
21
29
31
23
38
34
29
26
31
38
29
19
42
32
49
36
28
25
42
29
35
36
28
46
42
38
28
43
26
46
26
29
33
35
19
43
43
34
42
27
49
43
38
35
35
35
35
29
35
25
35
5
28
44
28
27
35
38
44
33
25
19
35
25
46
19
49
4
36
35
19
27
4
19
27
29
24
34
32
28
41
27
46
37
32
37
35
3
37
19
36
38
38
43
36
42
43
37
36
47
34
19
23
31
47
23
19
37
21
42
32
31
42
35
46
32
37
35
49
34
38
39
39
36
4
23
34
42
38
35
43
25
32
31
43
37
29
25
44
4
22
24
38
19
26
44
19
35
46
3
44
37
19
23
38
19
43
2
2
32
2
27
19
29
35
24
39
35
26
23
4
38
19
4
42
25
38
19
21
36
38
35
34
37
45
29
39
35
29
39
28
39
19
42
37
36
28
21
35
29
37
26
3
23
2
35
25
19
46
36
19
24
43
29
15
27
33
27
21
2
31
35
24
35
19
29
26
39
37
38
42
36
37
23
27
22
19
33
37
28
29
29
27
22
35
26
35
27
35
25
34
19
19
28
29
36
37
11
19
19
29
38
28
36
28
24
19
31
1
22
1
34
19
34
24
21
19
29
43
2
26
27
19
2
21
33
29
28
3
35
27
27
39
32
19
31
1
24
35
36
32
25
19
36
19
19
29
35
41
37
19
25
26
35
36
28
35
28
29
21
24
24
28
21
19
23
24
36
24
34
19
26
27
2
26
27
21
19
24
22
19
19
35
41
2
25
26
19
29
19
19
34
25
19
22
27
33
19
39
24
3
24
34
25
26
19
24
34
19
19
3
19
35
19
35
19
25
24
23
29
41
2
48
32
36
25
22
35
1
23
23
33
19
19
25
36
24
2
39
19
26
25
34
35
33
36
21
35
24
34
27
21
24
19
28
25
22
29
19
34
19
3
25
26
28
37
26
31
19
21
19
19
38
25
29
19
26
33
34
27
21
4
23
19
22
2
41
1
2
33
37
2
19
28
23
19
28
19
1
19
27
29
19
2
38
28
21
21
25
28
29
19
34
31
19
2
2
19
19
2
3
1
2
2
2
2
2
2
48
42
37
47
42
44
49
43
38
2
2
43
47
42
4
2
2
19
3
34
37
44
49
36
38
35
37
2
4
38
4
29
41
47
39
35
39
38
2
38
41
5
5
44
1
43
34
5
42
46
21
49
41
33
1
49
2
44
44
35
19
5
47
37
39
41
39
29
3
1
19
3
41
2
37
41
46
5
36
44
36
47
36
49
1
41
41
42
38
35
38
35
35
35
47
29
39
43
42
27
23
29
28
22
44
47
46
43
19
39
28
22
29
44
34
38
29
47
36
26
46
35
43
44
42
2
42
44
31
4
41
37
28
25
44
35
37
42
42
41
36
37
45
35
4
39
48
37
31
44
27
41
36
41
34
28
19
41
36
39
37
45
29
45
3
24
35
43
36
41
19
36
44
28
2
19
36
25
46
35
36
27
38
38
43
39
39
35
42
34
35
41
3
35
41
42
36
19
22
25
42
36
37
27
35
34
2
35
37
41
19
3
25
28
42
21
21
35
21
4
29
44
21
32
21
48
28
19
19
37
19
27
38
21
34
2
36
21
42
27
28
27
31
27
2
37
26
32
41
19
35
37
25
34
43
34
2
17
37
33
47
19
39
35
26
38
29
28
22
19
24
35
26
28
35
19
26
29
36
44
19
28
27
35
23
27
36
35
26
29
24
29
29
3
2
23
28
21
19
23
44
19
35
2
21
34
37
21
35
33
2
26
19
26
19
33
19
33
21
29
19
19
31
26
19
23
19
2
34
24
34
19
33
19
19
28
22
26
28
19
28
19
23
35
19
24
25
33
26
19
24
24
29
19
32
35
2
2
19
19
19
21
19
19
23
19
19
19
2
2
1
1
2
38
1
44
4
42
25
38
37
39
41
43
47
41
39
41
29
42
39
47
39
48
37
46
5
37
27
43
23
46
2
35
4
4
37
34
36
41
29
28
36
35
49
28
5
33
45
49
47
36
39
35
2
39
38
33
46
42
39
35
47
39
28
37
44
36
2
25
45
42
42
46
4
34
34
43
27
44
47
43
42
28
21
46
49
42
25
41
43
45
41
31
47
44
37
41
21
36
36
46
25
42
34
4
2
35
38
27
19
23
35
43
46
36
39
35
34
39
36
36
24
43
28
36
19
35
32
35
36
43
22
42
42
42
35
38
41
19
43
44
42
39
27
38
43
22
43
19
4
47
45
38
34
25
37
21
34
37
27
26
35
29
33
3
32
24
36
34
43
4
19
19
36
21
42
26
1
29
19
34
41
21
37
28
35
25
19
25
37
32
31
43
19
42
19
28
42
29
32
28
34
19
24
29
42
19
21
36
19
35
26
28
29
36
21
43
24
31
29
37
35
2
36
43
34
27
36
25
19
31
31
28
35
21
39
19
26
19
27
44
48
27
22
32
37
2
22
33
38
31
22
26
19
24
19
2
26
19
19
22
23
27
19
1
18
27
1
1
21
2
3
1
2
1
2
1
2
41
39
5
49
48
3
45
4
46
1
2
5
39
32
35
43
41
41
35
29
45
19
37
49
1
36
38
41
24
44
43
44
44
29
35
35
19
35
19
38
35
2
43
37
19
19
25
33
37
38
25
28
34
27
41
42
35
19
19
25
2
2
2
35
2
39
24
35
41
3
29
22
2
2
29
1
2
1
43
44
38
41
38
39
34
44
44
43
43
48
42
42
42
42
39
35
41
38
43
36
36
42
35
42
34
36
32
35
38
44
37
34
5
48
42
31
41
35
48
43
41
37
36
49
39
29
25
41
34
46
19
37
29
42
44
45
32
19
36
38
28
26
36
4
41
48
39
43
41
45
36
38
44
42
37
46
37
48
42
35
37
41
41
35
28
34
37
4
42
39
24
36
3
25
4
43
38
36
36
39
44
3
26
37
47
35
41
32
41
3
45
41
44
34
35
44
28
31
39
26
34
47
47
41
19
35
19
37
39
19
44
37
38
27
48
33
41
39
19
49
23
27
4
38
48
2
32
39
19
27
19
22
48
36
38
29
48
48
25
49
38
34
48
37
26
31
4
37
28
42
28
19
29
39
44
48
34
43
45
43
25
36
21
42
31
2
39
44
36
35
43
27
23
29
28
32
42
39
35
32
37
27
2
34
42
41
24
46
44
32
42
29
3
45
48
48
43
35
44
42
48
36
45
35
34
27
39
36
4
19
39
29
39
48
42
43
31
29
19
37
32
46
45
41
46
19
19
35
26
29
38
35
42
36
33
35
19
25
47
31
38
37
38
41
38
39
43
19
25
25
28
35
3
2
42
19
25
25
27
37
19
19
28
22
19
39
29
19
21
37
43
38
1
25
37
32
36
31
34
35
22
24
29
35
47
25
2
34
19
37
37
19
35
19
19
35
19
2
15
35
19
2
36
31
19
19
35
26
2
21
19
22
35
35
19
37
24
19
42
25
19
25
19
2
35
39
29
34
28
26
42
29
28
32
35
43
25
34
29
19
19
24
34
2
26
29
27
25
35
29
22
26
29
19
25
19
28
19
36
37
31
26
19
2
19
27
35
29
41
31
25
27
32
29
29
32
34
19
19
21
37
24
27
28
19
23
2
26
42
28
23
32
19
35
26
27
35
39
41
23
34
37
19
18
27
3
27
28
2
33
36
19
35
38
32
23
22
23
4
44
2
28
28
29
29
36
38
29
26
19
23
19
34
19
19
